CONFIRMED_DATE,FUND_NUM,CLIENT_NAME,ACCOUNT_NAME,TRADE_NUM,FUND_CODE,FUND_NAME,ACTION,SHARES_CHANGED,MONEY_CHANGED,REMAINING_SHARES
20240509,TH0010000935,杭工信,杭工信-民惠周开型6号集合资金信托计划,3413,600629,民汇48号,赎回,"7,280,000.00","￥-8,059,688.00","7,280,000.00"
20240425,TH6010013801,光大资管,上海光大证券资产管理有限公司代光证资管兴益2号集合资产管理计划,5315,601847,民汇62号,赎回,"7,698,229.41","￥-8,057,736.72","7,698,229.41"
20240709,TH6010017836,民生理财,民生理财富竹固收优选14个月封闭30号理财产品,5664,603188,民银惠享1号,赎回,"7,903,982.42","￥-8,055,059.14","7,903,982.42"
20240409,TH6010009813,华泰资管,华泰资产国民养老基础设施稳源投资专户,5219,999214,月月盈理财债券,赎回,"7,716,793.67","￥-8,040,899.00","7,716,793.67"
20240326,TH0010000981,安盟财产,安盟财产保险有限公司,3631,601847,民汇62号,赎回,"7,700,000.00","￥-8,040,340.00","7,700,000.00"
20240223,TH0010000759,杭工信,杭工信-民惠周开型4号集合资金信托计划,2630,600629,民汇48号,赎回,"7,300,000.00","￥-8,036,570.00","7,300,000.00"
20240318,TH0010000981,安盟财产,安盟财产保险有限公司,3631,601847,民汇62号,赎回,"7,700,000.00","￥-8,034,180.00","7,700,000.00"
20240411,TH0010000835,中国融通,中国融通财产保险有限公司,2911,999214,月月盈理财债券,赎回,"7,700,000.00","￥-8,024,170.00","7,700,000.00"
20240306,TH0010000288,中融人寿,中融人寿保险股份有限公司-投连安心,1815,999220,民汇20号,赎回,"6,700,000.00","￥-8,022,580.00","6,700,000.00"
20240416,TH0010000878,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活9号集合资产管理计划,3091,999261,汇通7号,赎回,"7,000,000.00","￥-8,019,900.00","7,000,000.00"
20240820,TH0010000382,万向信托,万向信托-TOF系列35号（日日盈系列3期集合资金信托计划）,2024,601847,民汇62号,赎回,"7,600,000.00","￥-8,018,000.00","7,600,000.00"
20240822,TH0010000303,万向信托,万向信托-TOF系列35号（日日盈系列2期集合资金信托计划）,1830,601847,民汇62号,赎回,"7,600,000.00","￥-8,018,000.00","7,600,000.00"
20240822,TH0010000382,万向信托,万向信托-TOF系列35号（日日盈系列3期集合资金信托计划）,2024,601847,民汇62号,赎回,"7,600,000.00","￥-8,018,000.00","7,600,000.00"
20240822,TH0010000820,万向信托,万向信托-TOF系列35号（日日盈系列4期集合资金信托计划）,2842,601847,民汇62号,赎回,"7,600,000.00","￥-8,018,000.00","7,600,000.00"
20240822,TH6010001098,万向信托,万向信托-TOF系列35号（日日盈系列5期集合资金信托计划）,3931,601847,民汇62号,赎回,"7,600,000.00","￥-8,018,000.00","7,600,000.00"
20240418,TH6010009821,国民养老,国民养老保险股份有限公司-投资03,5230,999261,汇通7号,赎回,"6,990,000.00","￥-8,009,841.00","6,990,000.00"
20240709,TH0010000820,万向信托,万向信托-TOF系列35号（日日盈系列4期集合资金信托计划）,2842,999268,和谐8号,赎回,"6,901,311.25","￥-8,009,661.84","6,901,311.25"
20240125,TH6010001161,华泰资管,华泰资管国民国泰民安201三十天滚动持有商业养老金产品A款,4116,999237,周周盈,赎回,"6,710,000.00","￥-8,008,385.00","6,710,000.00"
20240806,TH6010019860,万家共赢,万家共赢安盈宝集合资产管理计划,5789,601847,民汇62号,赎回,"7,590,000.00","￥-8,001,378.00","7,590,000.00"
20240507,TH0010000835,中国融通,中国融通财产保险有限公司,2911,601855,日日盈货币,赎回,"8,000,000.00","￥-8,000,477.74","8,000,000.00"
20240619,TH0000004341,万向信托,万向信托-TOF系列17号（周周盈系列1期集合资金信托计划）,471,601847,民汇62号,赎回,"760,000.00","￥-798,456.00","760,000.00"
20240726,TH0000004363,万向信托,万向信托-TOF系列19号（周周盈系列1期集合资金信托计划）,473,999237,周周盈,赎回,"660,000.00","￥-797,940.00","660,000.00"
20240515,TH0000004341,万向信托,万向信托-TOF系列17号（周周盈系列1期集合资金信托计划）,471,999220,民汇20号,赎回,"660,000.00","￥-794,178.00","660,000.00"
20240925,TH6010000994,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活13号集合资产管理计划,3711,601847,民汇62号,赎回,"750,000.00","￥-793,125.00","750,000.00"
20240829,TH0010000849,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活4号集合资产管理计划,2950,601847,民汇62号,赎回,"750,000.00","￥-791,625.00","750,000.00"
20240614,TH0010000724,陆家嘴国泰,陆家嘴国泰人寿保险有限责任公司-分红,2549,601855,日日盈货币,赎回,"79,682,574.11","￥-79,686,876.25","79,682,574.11"
20240411,TH6010009830,兴银理财,兴银理财稳利众盈私享封闭式83号固收类理财产品,5239,603185,兴银惠享1号,赎回,"78,562,798.03","￥-79,581,590.97","78,562,798.03"
20240913,TH6010001098,万向信托,万向信托-TOF系列35号（日日盈系列5期集合资金信托计划）,3931,999220,民汇20号,赎回,"650,000.00","￥-788,320.00","650,000.00"
20240603,TH6010001685,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活14号集合资产管理计划,5059,601847,民汇62号,赎回,"750,000.00","￥-786,975.00","750,000.00"
20240108,TH0000004374,万向信托,万向信托-TOF系列20号（周周盈系列1期集合资金信托计划）,474,999237,周周盈,赎回,"660,000.00","￥-786,522.00","660,000.00"
20240521,TH0000004330,万向信托,万向信托-TOF系列16号（周周盈系列1期集合资金信托计划）,470,601847,民汇62号,赎回,"750,000.00","￥-786,375.00","750,000.00"
20240229,TH6010001681,浦银理财,浦银理财季季鑫封闭式62号理财产品,5055,603077,浦银惠享3号,赎回,"778,244,342.74","￥-786,026,786.17","778,244,342.74"
20240816,TH0010000855,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活5号集合资产管理计划,2971,999261,汇通7号,赎回,"680,000.00","￥-785,808.00","680,000.00"
20240507,TH0010000832,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活2号集合资产管理计划,2894,601847,民汇62号,赎回,"750,000.00","￥-785,625.00","750,000.00"
20240419,TH0010000820,万向信托,万向信托-TOF系列35号（日日盈系列4期集合资金信托计划）,2842,601847,民汇62号,赎回,"750,000.00","￥-784,650.00","750,000.00"
20240531,TH0010000303,万向信托,万向信托-TOF系列35号（日日盈系列2期集合资金信托计划）,1830,999220,民汇20号,赎回,"650,000.00","￥-782,925.00","650,000.00"
20240221,TH6010001685,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活14号集合资产管理计划,5059,601847,民汇62号,赎回,"750,000.00","￥-781,125.00","750,000.00"
20240919,TH0000004510,北京人寿,北京人寿保险股份有限公司-农行传统,488,999214,月月盈理财债券,赎回,"74,757,283.20","￥-78,801,652.22","74,757,283.20"
20240820,TH6010021864,华泰人寿,华泰如意宝22号集合资产管理计划,5903,999261,汇通7号,赎回,"67,880,160.25","￥-78,462,677.23","67,880,160.25"
20240112,TH6010001611,兴银理财,兴银理财金雪球稳利1号B款净值型理财产品,4968,603185,兴银惠享1号,赎回,"78,000,000.00","￥-78,446,587.44","78,000,000.00"
20240828,TH0010000456,招商信诺,招商信诺人寿保险有限公司-万能,2138,999214,月月盈理财债券,赎回,"74,267,139.45","￥-78,166,164.27","74,267,139.45"
20240322,TH0000004363,万向信托,万向信托-TOF系列19号（周周盈系列1期集合资金信托计划）,473,999220,民汇20号,赎回,"650,000.00","￥-779,155.00","650,000.00"
20240129,TH0000002440,民生通惠,民生通惠精选策略FOF1号资产管理产品,258,601949,华信,赎回,"1,000,000.00","￥-779,000.00","1,000,000.00"
20240115,TH0010000855,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活5号集合资产管理计划,2971,999220,民汇20号,赎回,"650,000.00","￥-775,320.00","650,000.00"
20240110,TH0010000842,万向信托,万向信托-TOF系列16号（周周盈系列2期集合资金信托计划）,2918,999237,周周盈,赎回,"648,912.86","￥-773,569.02","648,912.86"
20240206,TH6010001202,第一创业证券,第一创业基础设施2号集合资产管理计划,4231,999220,民汇20号,赎回,"647,000.00","￥-773,100.30","647,000.00"
20240319,TH6010001002,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活15号集合资产管理计划,3755,600629,民汇48号,赎回,"700,000.00","￥-772,100.00","700,000.00"
20240521,TH0000004330,万向信托,万向信托-TOF系列16号（周周盈系列1期集合资金信托计划）,470,999220,民汇20号,赎回,"640,000.00","￥-770,368.00","640,000.00"
20240103,TH6010001161,华泰资管,华泰资管国民国泰民安201三十天滚动持有商业养老金产品A款,4116,999261,汇通7号,赎回,"68,171,796.22","￥-77,456,794.87","68,171,796.22"
20240205,TH0000004374,万向信托,万向信托-TOF系列20号（周周盈系列1期集合资金信托计划）,474,600629,民汇48号,赎回,"700,000.00","￥-769,370.00","700,000.00"
20240712,TH6010001733,兴业银行,兴业银行天天万利宝稳利6号净值型理财产品A款,5119,603185,兴银惠享1号,赎回,"752,965,321.11","￥-768,061,402.36","752,965,321.11"
20240118,TH0010000981,安盟财产,安盟财产保险有限公司,3631,999214,月月盈理财债券,赎回,"74,074,400.00","￥-76,674,411.44","74,074,400.00"
20240222,TH6010001659,浦银理财,浦银理财季季鑫封闭式60号理财产品,5016,603077,浦银惠享3号,赎回,"75,878,594.25","￥-76,599,440.90","75,878,594.25"
20240925,TH6010001652,华泰资管,华泰资产日享收益资产管理产品,5009,999261,汇通7号,赎回,"65,950,888.39","￥-76,410,699.29","65,950,888.39"
20240709,TH6010017833,民生理财,民生理财富竹固收优选14个月封闭周年司庆理财产品,5661,603188,民银惠享1号,赎回,"74,756,426.84","￥-76,185,321.18","74,756,426.84"
20240723,TH6010001652,华泰资管,华泰资产日享收益资产管理产品,5009,999214,月月盈理财债券,赎回,"72,477,507.40","￥-76,094,135.02","72,477,507.40"
20240521,TH0010000830,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活1号集合资产管理计划,2892,999220,民汇20号,赎回,"623,493.22","￥-750,498.79","623,493.22"
20240613,TH6010001472,浦银理财,浦银理财季季鑫（手机银行专属）理财产品,4783,999261,汇通7号,赎回,"65,863,169.09","￥-75,768,989.72","65,863,169.09"
20240131,TH0000004644,恒大人寿,恒大人寿保险有限公司-民安增益,501,999214,月月盈理财债券,赎回,"73,000,000.00","￥-75,635,300.00","73,000,000.00"
20240202,TH0000000763,建信人寿,建信人寿保险股份有限公司分红保险产品,83,999182,港惠2号,赎回,"77,682,661.35","￥-75,119,133.53","77,682,661.35"
20240201,TH0010000850,招商信诺,招商信诺资管壹招信鑫1号产品,2951,999220,民汇20号,赎回,"62,819,331.60","￥-75,037,691.60","62,819,331.60"
20240322,TH6010013989,上银理财,上银理财“悦享利”系列理财产品（WPHF23Y02007期）,5526,999237,周周盈,赎回,"62,593,890.84","￥-75,037,556.34","62,593,890.84"
20240408,TH0010000905,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活11号集合资产管理计划,3290,999261,汇通7号,赎回,"650,000.00","￥-743,990.00","650,000.00"
20240415,TH0000001898,幸福人寿,幸福人寿保险股份有限公司,2791,999214,月月盈理财债券,赎回,"711,703,561.11","￥-741,808,621.74","711,703,561.11"
20240627,TH6010001532,宁银理财,宁银理财宁欣固定收益类1个月定期开放式理财9号,4880,999262,民汇32号,赎回,"65,348,087.48","￥-74,993,465.19","65,348,087.48"
20240802,TH0010000905,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活11号集合资产管理计划,3290,601847,民汇62号,赎回,"700,000.00","￥-737,730.00","700,000.00"
20240627,TH6010001241,光大资管,上海光大证券资产管理有限公司代光证资管汇福周周享3号集合资产管理计划,4380,601847,民汇62号,赎回,"700,000.00","￥-735,840.00","700,000.00"
20240613,TH0000004352,万向信托,万向信托-TOF系列18号（周周盈系列1期集合资金信托计划）,472,999237,周周盈,赎回,"610,000.00","￥-735,416.00","610,000.00"
20240524,TH6010001685,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活14号集合资产管理计划,5059,601847,民汇62号,赎回,"700,000.00","￥-734,090.00","700,000.00"
20240514,TH0010000830,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活1号集合资产管理计划,2892,601847,民汇62号,赎回,"700,000.00","￥-733,600.00","700,000.00"
20240103,TH0010000479,国华人寿,国华人寿保险股份有限公司分红型保险产品三号,2199,601855,日日盈货币,赎回,"733,196,769.53","￥-733,250,977.02","733,196,769.53"
20240220,TH6010001324,民生通惠,民生通惠民汇70号资产管理产品,4530,999214,月月盈理财债券,赎回,"705,268,022.27","￥-731,927,153.51","705,268,022.27"
20240411,TH0000004352,万向信托,万向信托-TOF系列18号（周周盈系列1期集合资金信托计划）,472,601847,民汇62号,赎回,"700,000.00","￥-731,920.00","700,000.00"
20240328,TH0000004352,万向信托,万向信托-TOF系列18号（周周盈系列1期集合资金信托计划）,472,601847,民汇62号,赎回,"700,000.00","￥-731,080.00","700,000.00"
20240328,TH6010001098,万向信托,万向信托-TOF系列35号（日日盈系列5期集合资金信托计划）,3931,601847,民汇62号,赎回,"700,000.00","￥-731,080.00","700,000.00"
20240912,TH6010027912,上银理财,上银理财“美好”系列理财产品（WPMF24M13022期）,6370,601847,民汇62号,赎回,"70,000,000.00","￥-73,955,000.00","70,000,000.00"
20240923,TH0000004206,弘康人寿,弘康人寿-分红险-工行,457,999214,月月盈理财债券,赎回,"70,000,000.00","￥-73,794,000.00","70,000,000.00"
20240826,TH0000004509,北京人寿,北京人寿保险股份有限公司-农行自有,487,999214,月月盈理财债券,赎回,"70,000,000.00","￥-73,654,000.00","70,000,000.00"
20240925,TH0010000456,招商信诺,招商信诺人寿保险有限公司-万能,2138,999214,月月盈理财债券,赎回,"69,614,257.90","￥-73,415,196.38","69,614,257.90"
20240530,TH0010000558,昆仑健康,昆仑健康保险股份有限公司-传统保险产品,2338,999214,月月盈理财债券,赎回,"70,000,000.00","￥-73,206,000.00","70,000,000.00"
20240222,TH6010001540,万向信托,万向信托-股权投资3号（柒鑫合金股权投资集合资金信托计划）,4895,999237,周周盈,赎回,"61,059,032.18","￥-73,038,814.29","61,059,032.18"
20240425,TH0000001652,北部湾财产,北部湾财产保险股份有限公司,174,999214,月月盈理财债券,赎回,"70,000,000.00","￥-73,024,000.00","70,000,000.00"
20240201,TH6010000994,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活13号集合资产管理计划,3711,601847,民汇62号,赎回,"700,000.00","￥-727,930.00","700,000.00"
20240424,TH0010000533,天津滨海,天津滨海农村商业银行股份有限公司,2258,999220,民汇20号,赎回,"604,177,455.55","￥-726,040,048.33","604,177,455.55"
20240731,TH0010000834,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活3号集合资产管理计划,2910,999220,民汇20号,赎回,"600,000.00","￥-725,580.00","600,000.00"
20240708,TH0000005904,万向信托,万向信托-TOF系列35号（日日盈系列1期集合资金信托计划）,634,999220,民汇20号,赎回,"600,000.00","￥-724,320.00","600,000.00"
20240612,TH0010000830,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活1号集合资产管理计划,2892,999237,周周盈,赎回,"600,000.00","￥-723,300.00","600,000.00"
20240612,TH0010000834,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活3号集合资产管理计划,2910,999237,周周盈,赎回,"600,000.00","￥-723,300.00","600,000.00"
20240612,TH0010000849,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活4号集合资产管理计划,2950,999237,周周盈,赎回,"600,000.00","￥-723,300.00","600,000.00"
20240528,TH0010000303,万向信托,万向信托-TOF系列35号（日日盈系列2期集合资金信托计划）,1830,999220,民汇20号,赎回,"600,000.00","￥-722,580.00","600,000.00"
20240524,TH0000004363,万向信托,万向信托-TOF系列19号（周周盈系列1期集合资金信托计划）,473,999220,民汇20号,赎回,"600,000.00","￥-722,400.00","600,000.00"
20240509,TH0000004352,万向信托,万向信托-TOF系列18号（周周盈系列1期集合资金信托计划）,472,999237,周周盈,赎回,"600,000.00","￥-721,680.00","600,000.00"
20240430,TH0000005904,万向信托,万向信托-TOF系列35号（日日盈系列1期集合资金信托计划）,634,999220,民汇20号,赎回,"600,000.00","￥-721,200.00","600,000.00"
20240328,TH0010000544,小康人寿,小康人寿保险有限责任公司-分红险,2269,999214,月月盈理财债券,赎回,"70,000,000.00","￥-72,863,000.00","70,000,000.00"
20240327,TH0000004509,北京人寿,北京人寿保险股份有限公司-农行自有,487,999214,月月盈理财债券,赎回,"70,000,000.00","￥-72,856,000.00","70,000,000.00"
20240326,TH0000000796,安华农业,安华农业保险股份有限公司,86,999214,月月盈理财债券,赎回,"70,000,000.00","￥-72,849,000.00","70,000,000.00"
20240227,TH0010000152,北京人寿,北京人寿万能型保险6号,1605,999214,月月盈理财债券,赎回,"70,000,000.00","￥-72,688,000.00","70,000,000.00"
20240605,TH0010000681,爱建信托,爱建信托-现金汇裕（定开型）集合资金信托计划,2493,999220,民汇20号,赎回,"60,000,000.00","￥-72,294,000.00","60,000,000.00"
20240131,TH0010000382,万向信托,万向信托-TOF系列35号（日日盈系列3期集合资金信托计划）,2024,999220,民汇20号,赎回,"600,000.00","￥-716,640.00","600,000.00"
20240117,TH6010001098,万向信托,万向信托-TOF系列35号（日日盈系列5期集合资金信托计划）,3931,999220,民汇20号,赎回,"600,000.00","￥-715,920.00","600,000.00"
20240123,TH6010000994,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活13号集合资产管理计划,3711,600629,民汇48号,赎回,"650,000.00","￥-713,830.00","650,000.00"
20240320,TH6010001466,浦银理财,浦银理财周周鑫稳健款最短持有期理财产品,4777,999237,周周盈,赎回,"595,118.66","￥-713,309.23","595,118.66"
20240704,TH6010014053,浦银理财,浦银理财季季鑫封闭式113号理财产品,5606,603077,浦银惠享3号,赎回,"70,559,611.53","￥-71,963,747.80","70,559,611.53"
20240301,TH0010000681,爱建信托,爱建信托-现金汇裕（定开型）集合资金信托计划,2493,999220,民汇20号,赎回,"60,000,000.00","￥-71,820,000.00","60,000,000.00"
20240328,TH0010000536,杭工信,杭工信-民惠周开型1号集合资金信托计划,2261,600629,民汇48号,赎回,"65,040,000.00","￥-71,791,152.00","65,040,000.00"
20240903,TH6010022078,浦银理财,浦银理财周周鑫最短持有期35号理财产品,6152,603077,浦银惠享3号,赎回,"70,000,000.00","￥-71,715,000.00","70,000,000.00"
20240627,TH6010019805,兴银理财,兴银理财稳利安心盈封闭式2024年2期固收类理财产品,5759,603185,兴银惠享1号,赎回,"70,013,751.29","￥-71,336,561.70","70,013,751.29"
20240826,TH6010027881,浦银理财,浦银理财悦丰利添盈92号理财产品,6316,603359,浦银惠享5号,赎回,"70,000,000.00","￥-71,211,000.00","70,000,000.00"
20240626,TH6010001438,民生通惠,民生通惠聚鑫3号资产管理产品,4731,999214,月月盈理财债券,赎回,"67,796,610.17","￥-71,037,288.14","67,796,610.17"
20240314,TH0000001269,中原农业,中原农业保险股份有限公司资本金托管专户,133,601847,民汇62号,赎回,"68,084,729.15","￥-71,032,797.92","68,084,729.15"
20240927,TH6010000994,光大资管,上海光大证券资产管理有限公司代光证资管汇福乐活13号集合资产管理计划,3711,601847,民汇62号,赎回,"670,000.00","￥-708,659.00","670,000.00"
20240329,TH0000004363,万向信托,万向信托-TOF系列19号（周周盈系列1期集合资金信托计划）,473,999237,周周盈,赎回,"590,000.00","￥-707,646.00","590,000.00"
20240226,TH0000002417,财信吉祥,财信吉祥人寿保险股份有限公司-传统产品,254,601004,信民,赎回,"749,859.27","￥-706,981.26","749,859.27"
20240130,TH0000004217,弘康人寿,弘康人寿-分红险-邮储,458,600958,量化选股5号,赎回,"972,294.31","￥-705,593.98","972,294.31"
20240104,TH0010000844,万向信托,万向信托-TOF系列18号（周周盈系列2期集合资金信托计划）,2920,601847,民汇62号,赎回,"680,000.00","￥-705,500.00","680,000.00"
20240328,TH6010001793,兴银理财,兴银理财稳利优享A款2023年第6期封闭式固收类理财产品,5190,603185,兴银惠享1号,赎回,"696,960,166.42","￥-705,210,209.36","696,960,166.42"
20240417,TH6010001466,浦银理财,浦银理财周周鑫稳健款最短持有期理财产品,4777,603077,浦银惠享3号,赎回,"694,444,444.44","￥-704,097,222.22","694,444,444.44"
20240927,TH0010000478,国华人寿,国华人寿保险股份有限公司传统型保险产品六号,2198,999214,月月盈理财债券,赎回,"667,556,742.32","￥-704,072,096.12","667,556,742.32"
20240112,TH0000004363,万向信托,万向信托-TOF系列19号（周周盈系列1期集合资金信托计划）,473,999237,周周盈,赎回,"590,000.00","￥-703,457.00","590,000.00"
20240705,TH6010001333,国华人寿,国华人寿保险股份有限公司万能型保险产品二号,4539,601855,日日盈货币,赎回,"702,673,155.65","￥-702,706,943.97","702,673,155.65"
20240627,TH6010001333,国华人寿,国华人寿保险股份有限公司万能型保险产品二号,4539,999214,月月盈理财债券,赎回,"670,305,467.78","￥-702,413,099.69","670,305,467.78"
20240108,TH0000004374,万向信托,万向信托-TOF系列20号（周周盈系列1期集合资金信托计划）,474,600629,民汇48号,赎回,"640,000.00","￥-701,888.00","640,000.00"
20240827,TH6010013910,民生通惠,民生通惠民汇71号资产管理产品,5454,603297,民汇88号,赎回,"694,832,555.37","￥-701,850,364.18","694,832,555.37"
20240115,TH0010000739,合众健康,合众健康产业项目管理（沈阳）有限公司,2592,999220,民汇20号,赎回,"586,900.00","￥-700,054.32","586,900.00"
20240530,TH0010000866,成都农商,成都农商银行定期6个月净值型理财产品,3031,603353,成惠民汇58号,赎回,"690,885,000.00","￥-700,004,682.00","690,885,000.00"
20240626,TH0010000847,国联证券,国联证券股份有限公司,2930,601847,民汇62号,赎回,"67,476,383.27","￥-70,924,426.46","67,476,383.27"
20240326,TH6010001466,浦银理财,浦银理财周周鑫稳健款最短持有期理财产品,4777,601847,民汇62号,赎回,"67,663,672.07","￥-70,654,406.38","67,663,672.07"
20240419,TH0010000847,国联证券,国联证券股份有限公司,2930,999261,汇通7号,赎回,"61,608,871.68","￥-70,603,766.95","61,608,871.68"
20240416,TH6010011800,兴银理财,兴银理财稳利优享D款2023年第2期封闭式固收类理财产品,5281,603185,兴银惠享1号,赎回,"69,568,214.44","￥-70,497,960.93","69,568,214.44"
20240627,TH0010000925,长江养老,长江养老金色和享1号集合资产管理产品,3359,999214,月月盈理财债券,赎回,"67,165,611.21","￥-70,382,843.99","67,165,611.21"
20240613,TH6010014039,浦银理财,浦银理财天添鑫中短债13号理财产品,5592,999261,汇通7号,赎回,"61,167,423.98","￥-70,367,004.55","61,167,423.98"
20240626,TH0010000847,国联证券,国联证券股份有限公司,2930,999261,汇通7号,赎回,"61,066,038.56","￥-70,317,543.40","61,066,038.56"
20240131,TH6010001468,浦银理财,浦银理财双周鑫最短持有期理财产品,4779,600629,民汇48号,赎回,"63,839,489.28","￥-70,153,214.77","63,839,489.28"
20240130,TH6010009827,浦银理财,浦银理财悦盈利之6个月定开型F款理财产品,5236,603077,浦银惠享3号,赎回,"69,589,422.41","￥-70,118,302.02","69,589,422.41"
20240103,TH0000004824,众安信息,众安信息技术服务有限公司,521,999214,月月盈理财债券,赎回,"67,796,610.17","￥-70,088,135.59","67,796,610.17"
20240604,TH6010013833,浦银理财,浦银理财悦丰利添盈44号理财产品,5359,603359,浦银惠享5号,赎回,"69,279,369.20","￥-70,083,009.88","69,279,369.20"
20240424,TH0000001652,北部湾财产,北部湾财产保险股份有限公司,174,999220,民汇20号,赎回,"58,309,037.90","￥-70,069,970.84","58,309,037.90"
20240618,TH0010000627,瑞华健康,瑞华健康保险股份有限公司,2439,999214,月月盈理财债券,赎回,"66,911,556.97","￥-70,069,782.46","66,911,556.97"
20240328,TH0010000841,杭工信,杭工信-民惠周开型5号集合资金信托计划,2917,600629,民汇48号,赎回,"63,460,000.00","￥-70,047,148.00","63,460,000.00"
20240409,TH0000006006,交银人寿,交银人寿保险有限公司-分红,644,999214,月月盈理财债券,赎回,"67,223,662.73","￥-70,047,056.56","67,223,662.73"
20240130,TH6010009816,横琴人寿,横琴人寿-万能自营兴业,5222,601847,民汇62号,赎回,"67,353,026.08","￥-70,026,941.22","67,353,026.08"
20240409,TH6010001738,国民养老,国民养老保险股份有限公司-投资02,5124,999261,汇通7号,赎回,"61,150,000.00","￥-70,016,750.00","61,150,000.00"
20240319,TH0010000161,杭工信,杭工信-周添利2号集合资金信托计划,1623,999220,民汇20号,赎回,"58,420,000.00","￥-70,016,370.00","58,420,000.00"
20240424,TH6010013960,上银理财,上银理财“悦享利”系列理财产品（WPHF24M13006期）,5496,999220,民汇20号,赎回,"58,255,660.00","￥-70,005,826.62","58,255,660.00"
20240814,TH6010014050,浦银理财,浦银理财天添鑫中短债16号理财产品,5603,603359,浦银惠享5号,赎回,"68,856,974.23","￥-70,000,000.00","68,856,974.23"
20240802,TH6010001469,浦银理财,浦银理财周周鑫最短持有期理财产品,4780,603077,浦银惠享3号,赎回,"68,479,749.56","￥-70,000,000.00","68,479,749.56"
20240523,TH0010000981,安盟财产,安盟财产保险有限公司,3631,601847,民汇62号,赎回,"7,600,000.00","￥-7,969,360.00","7,600,000.00"
20240513,TH0010000981,安盟财产,安盟财产保险有限公司,3631,601847,民汇62号,赎回,"7,600,000.00","￥-7,963,280.00","7,600,000.00"
20240625,TH0000004352,万向信托,万向信托-TOF系列18号（周周盈系列1期集合资金信托计划）,472,999261,汇通7号,赎回,"6,890,000.00","￥-7,933,146.00","6,890,000.00"
20240425,TH6010013801,光大资管,上海光大证券资产管理有限公司代光证资管兴益2号集合资产管理计划,5315,999261,汇通7号,赎回,"6,894,409.10","￥-7,904,440.03","6,894,409.10"
20240709,TH0000004374,万向信托,万向信托-TOF系列20号（周周盈系列1期集合资金信托计划）,474,999265,和谐5号,赎回,"6,816,019.38","￥-7,889,542.43","6,816,019.38"
20240709,TH0000004374,万向信托,万向信托-TOF系列20号（周周盈系列1期集合资金信托计划）,474,999266,和谐6号,赎回,"6,809,540.27","￥-7,888,852.40","6,809,540.27"
20240709,TH0000004374,万向信托,万向信托-TOF系列20号（周周盈系列1期集合资金信托计划）,474,999267,和谐7号,赎回,"6,827,831.21","￥-7,888,193.40","6,827,831.21"
20240603,TH0010000164,杭工信,杭工信-周添利5号集合资金信托计划,1629,601847,民汇62号,赎回,"7,480,000.00","￥-7,848,764.00","7,480,000.00"
20240904,TH6010001680,三峡人寿,三峡人寿保险股份有限公司分红险,5054,999214,月月盈理财债券,赎回,"7,449,144.00","￥-7,843,948.63","7,449,144.00"
20240625,TH0000004363,万向信托,万向信托-TOF系列19号（周周盈系列1期集合资金信托计划）,473,999261,汇通7号,赎回,"6,792,567.24","￥-7,820,961.92","6,792,567.24"
20240625,TH0000004330,万向信托,万向信托-TOF系列16号（周周盈系列1期集合资金信托计划）,470,999237,周周盈,赎回,"6,470,000.00","￥-7,806,055.00","6,470,000.00"
20240918,TH0000004105,国宝人寿,国宝人寿保险股份有限公司-传统险,447,601855,日日盈货币,赎回,"7,774.47","￥-7,774.47","7,774.47"
20240820,TH6010001504,申万宏源,申万宏源淳丰鑫享3号集合资产管理计划,4831,601847,民汇62号,赎回,"7,363,286.48","￥-7,768,267.24","7,363,286.48"
20240130,TH6010001123,光大资管,上海光大证券资产管理有限公司代光证资管汇福周周享1号集合资产管理计划,4052,999220,民汇20号,赎回,"6,500,000.00","￥-7,762,950.00","6,500,000.00"
20240131,TH6010001204,申万宏源,申万宏源安欣优选3号集合资产管理计划,4233,601847,民汇62号,赎回,"7,442,318.36","￥-7,738,522.63","7,442,318.36"
20240621,TH0000004363,万向信托,万向信托-TOF系列19号（周周盈系列1期集合资金信托计划）,473,999261,汇通7号,赎回,"6,720,000.00","￥-7,735,392.00","6,720,000.00"
20240620,TH0000004352,万向信托,万向信托-TOF系列18号（周周盈系列1期集合资金信托计划）,472,999261,汇通7号,赎回,"6,720,000.00","￥-7,734,720.00","6,720,000.00"
